tail,head,capacity,length,fft(min),alpha,beta,speedLimit,toll,link_type,
479,478,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
479,480,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
480,478,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
480,479,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
480,481,973.077,0.888889,0.888888333,0.15,4,1,0,0,0
481,59,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
481,469,1298.36,6.28364,6.283633333,0.15,4,1,0,0,0
481,480,973.077,0.888889,0.888888333,0.15,4,1,0,0,0
482,461,1882.58,1.53913,1.53913,0.15,4,1,0,0,0
482,463,1882.58,1.2,1.2,0.15,4,1,0,0,0
482,483,1882.58,0.6,0.6,0.15,4,1,0,0,0
483,73,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
483,482,1882.58,0.6,0.6,0.15,4,1,0,0,0
483,484,1946.15,0.777778,0.777778333,0.15,4,1,0,0,0
484,483,1946.15,0.777778,0.777778333,0.15,4,1,0,0,0
484,485,1946.15,2.46296,2.462966667,0.15,4,1,0,0,0
484,499,662.622,1.61739,1.61739,0.15,4,1,0,0,0
485,75,1.00E+05,2.72,2.72,0.15,4,1,0,0,0
485,484,1946.15,2.46296,2.462966667,0.15,4,1,0,0,0
485,486,941.289,0.782609,0.782608333,0.15,4,1,0,0,0
486,485,1882.58,0.782609,0.782608333,0.15,4,1,0,0,0
486,487,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
487,486,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
487,495,973.077,1.83333,1.833333333,0.15,4,1,0,0,0
488,147,1.00E+05,2,2,0.15,4,1,0,0,0
488,489,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
488,490,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
488,491,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
489,488,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
489,490,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
489,491,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
489,835,3395.99,1.68116,1.681166667,0.15,4,1,0,0,0
490,488,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
490,489,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
490,491,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
490,492,1946.15,0.851852,0.851851667,0.15,4,1,0,0,0
491,488,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
491,489,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
491,490,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
491,508,3395.99,1.66667,1.666666667,0.15,4,1,0,0,0
492,78,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
492,490,1946.15,0.851852,0.851851667,0.15,4,1,0,0,0
492,493,1946.15,1.2037,1.2037,0.15,4,1,0,0,0
493,76,1.00E+05,1.44,1.44,0.15,4,1,0,0,0
493,492,1946.15,1.2037,1.2037,0.15,4,1,0,0,0
493,494,1946.15,0.296296,0.296296667,0.15,4,1,0,0,0
494,493,973.077,0.296296,0.296296667,0.15,4,1,0,0,0
494,495,2919.23,1.62963,1.62963,0.15,4,1,0,0,0
494,507,662.622,1.22609,1.22609,0.15,4,1,0,0,0
495,487,1946.15,1.83333,1.833333333,0.15,4,1,0,0,0
495,494,973.077,1.62963,1.62963,0.15,4,1,0,0,0
495,496,1946.15,0.944444,0.944443333,0.15,4,1,0,0,0
496,495,1946.15,0.944444,0.944443333,0.15,4,1,0,0,0
496,497,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
497,496,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
497,498,1946.15,0.481481,0.481481667,0.15,4,1,0,0,0
498,75,1.00E+05,1.72,1.72,0.15,4,1,0,0,0
498,497,1946.15,0.481481,0.481481667,0.15,4,1,0,0,0
498,499,1946.15,2.57407,2.574066667,0.15,4,1,0.257407,0,0
499,484,662.622,1.61739,1.61739,0.15,4,1,0,0,0
499,498,1946.15,2.57407,2.574066667,0.15,4,1,0,0,0
499,500,1946.15,0.574074,0.574073333,0.15,4,1,0.0574074,0,0
499,501,662.622,0.391304,0.391303333,0.15,4,1,0,0,0
500,73,1.00E+05,1.8,1.8,0.15,4,1,0,0,0
500,466,1946.15,1.40741,1.40741,0.15,4,1,0.140741,0,0
500,499,1946.15,0.574074,0.574073333,0.15,4,1,0,0,0
501,73,1.00E+05,1.64,1.64,0.15,4,1,0,0,0
501,499,662.622,0.391304,0.391303333,0.15,4,1,0,0,0
501,502,662.622,1.95652,1.956516667,0.15,4,1,0,0,0
502,474,651.313,2.18,2.18,0.15,4,1,0,0,0
502,501,662.622,1.95652,1.956516667,0.15,4,1,0,0,0
502,503,651.313,0.94,0.94,0.15,4,1,0,0,0
503,74,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
503,502,651.313,0.94,0.94,0.15,4,1,0,0,0
503,504,651.313,5.04,5.04,0.15,4,1,0,0,0
504,77,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
504,503,651.313,5.04,5.04,0.15,4,1,0,0,0
504,505,662.622,1.33043,1.33043,0.15,4,1,0,0,0
504,510,651.313,2.3,2.3,0.15,4,1,0,0,0
505,504,662.622,1.33043,1.33043,0.15,4,1,0,0,0
505,506,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
506,505,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
506,507,662.622,1.2,1.2,0.15,4,1,0,0,0
507,76,1.00E+05,1.36,1.36,0.15,4,1,0,0,0
507,494,662.622,1.22609,1.22609,0.15,4,1,0,0,0
507,506,662.622,1.2,1.2,0.15,4,1,0,0,0
508,491,3395.99,1.66667,1.666666667,0.15,4,1,0,0,0
508,509,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
509,508,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
509,510,3395.99,0.971015,0.971015,0.15,4,1,0,0,0
510,469,3395.99,6.47826,6.478266667,0.15,4,1,0,0,0
510,504,651.313,2.3,2.3,0.15,4,1,0,0,0
510,509,3395.99,0.971015,0.971015,0.15,4,1,0,0,0
511,120,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
511,512,1841.8,0.818182,0.818181667,0.15,4,1,0,0,0
511,1031,1841.8,0.327273,0.327273333,0.15,4,1,0,0,0
512,511,1841.8,0.818182,0.818181667,0.15,4,1,0,0,0
512,513,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
512,514,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
512,515,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
513,512,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
513,514,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
513,515,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
513,660,3395.99,2.57971,2.579716667,0.15,4,1,0,0,0
514,181,3395.99,0.797101,0.797101667,0.15,4,1,0,0,0
514,512,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
514,513,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
514,515,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
515,512,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
515,513,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
515,514,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
515,516,1933.67,1.88406,1.884066667,0.15,4,1,0,0,0
516,118,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
516,515,1933.67,1.88406,1.884066667,0.15,4,1,0,0,0
516,517,1933.67,0.855073,0.855073333,0.15,4,1,0,0,0
517,516,1933.67,0.855073,0.855073333,0.15,4,1,0,0,0
517,518,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
518,517,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
518,519,1933.67,0.362319,0.362318333,0.15,4,1,0,0,0
519,117,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
519,518,1933.67,0.362319,0.362318333,0.15,4,1,0,0,0
519,520,1946.15,0.62963,0.62963,0.15,4,1,0,0,0
520,115,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
520,519,1946.15,0.62963,0.62963,0.15,4,1,0,0,0
520,521,1946.15,0.518519,0.518518333,0.15,4,1,0,0,0
521,520,1946.15,0.518519,0.518518333,0.15,4,1,0,0,0
521,522,1946.15,0.648148,0.648148333,0.15,4,1,0,0,0
521,537,1882.58,0.834783,0.834783333,0.15,4,1,0,0,0
522,113,1.00E+05,0.8,0.8,0.15,4,1,0,0,0
522,521,1946.15,0.648148,0.648148333,0.15,4,1,0,0,0
522,523,2919.23,1.51852,1.51852,0.15,4,1,0,0,0
523,522,1946.15,1.51852,1.51852,0.15,4,1,0,0,0
523,524,2919.23,0.592593,0.592593333,0.15,4,1,0.0592593,0,0
523,539,941.289,0.756522,0.756521667,0.15,4,1,0,0,0
524,108,1.00E+05,0.72,0.72,0.15,4,1,0,0,0
524,523,2919.23,0.592593,0.592593333,0.15,4,1,0,0,0
524,525,2919.23,0.5,0.5,0.15,4,1,0.05,0,0
525,524,2919.23,0.5,0.5,0.15,4,1,0,0,0
525,526,3892.31,0.296296,0.296296667,0.15,4,1,0.0296296,0,0
525,542,662.622,0.86087,0.86087,0.15,4,1,0,0,0
526,525,2919.23,0.296296,0.296296667,0.15,4,1,0,0,0
526,527,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
526,528,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
526,529,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
527,163,662.622,1.95652,1.956516667,0.15,4,1,0.195652,0,0
527,526,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
527,528,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
527,529,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
528,527,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
528,529,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
528,544,1882.58,0.886957,0.886956667,0.15,4,1,0,0,0
529,526,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
529,527,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
529,530,3892.31,0.296296,0.296296667,0.15,4,1,0,0,0
530,529,2919.23,0.296296,0.296296667,0.15,4,1,0,0,0
530,531,3892.31,0.5,0.5,0.15,4,1,0,0,0
530,545,662.622,0.991304,0.991303333,0.15,4,1,0.0991304,0,0
531,530,2919.23,0.5,0.5,0.15,4,1,0,0,0
531,532,662.622,0.704348,0.704348333,0.15,4,1,0,0,0
531,534,3765.15,0.573913,0.573913333,0.15,4,1,0,0,0
532,104,1.00E+05,0.68,0.68,0.15,4,1,0,0,0
532,531,1325.24,0.704348,0.704348333,0.15,4,1,0,0,0
532,547,662.622,0.443478,0.443478333,0.15,4,1,0,0,0
533,104,1.00E+05,0.84,0.84,0.15,4,1,0,0,0
533,534,662.622,0.652174,0.652173333,0.15,4,1,0,0,0
533,550,662.622,0.652174,0.652173333,0.15,4,1,0,0,0
534,531,2823.87,0.573913,0.573913333,0.15,4,1,0,0,0
534,533,662.622,0.652174,0.652173333,0.15,4,1,0,0,0
534,535,3765.15,0.391304,0.391303333,0.15,4,1,0,0,0
535,9,1.00E+05,1.04,1.04,0.15,4,1,0,0,0
535,534,2823.87,0.391304,0.391303333,0.15,4,1,0,0,0
535,845,2823.87,0.391304,0.391303333,0.15,4,1,0,0,0
536,160,3492.09,0.458924,0.458923333,0.15,4,1,0,0,0
536,841,3492.09,1.35977,1.35977,0.15,4,1,0.135977,0,0
537,521,1882.58,0.834783,0.834783333,0.15,4,1,0,0,0
537,538,662.622,0.886957,0.886956667,0.15,4,1,0,0,0
537,565,1882.58,1.17391,1.17391,0.15,4,1,0,0,0
538,113,1.00E+05,1.16,1.16,0.15,4,1,0,0,0
538,537,662.622,0.886957,0.886956667,0.15,4,1,0,0,0
538,539,1325.24,2.0087,2.0087,0.15,4,1,0,0,0
539,523,941.289,0.756522,0.756521667,0.15,4,1,0.0756522,0,0
539,538,662.622,2.0087,2.0087,0.15,4,1,0,0,0
539,540,941.289,0.495652,0.495651667,0.15,4,1,0,0,0
539,541,1325.24,0.834783,0.834783333,0.15,4,1,0,0,0
540,107,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
540,539,941.289,0.495652,0.495651667,0.15,4,1,0.0495652,0,0
540,573,941.289,0.652174,0.652173333,0.15,4,1,0,0,0
541,107,1.00E+05,1.04,1.04,0.15,4,1,0,0,0
541,108,1.00E+05,1.4,1.4,0.15,4,1,0,0,0
541,539,662.622,0.834783,0.834783333,0.15,4,1,0,0,0
541,542,1325.24,0.756522,0.756521667,0.15,4,1,0,0,0
542,525,662.622,0.86087,0.86087,0.15,4,1,0,0,0
542,541,662.622,0.756522,0.756521667,0.15,4,1,0,0,0
542,543,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
542,544,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
543,107,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
543,542,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
543,580,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
544,528,1882.58,0.886957,0.886956667,0.15,4,1,0,0,0
544,542,941.289,0.443478,0.443478333,0.15,4,1,0,0,0
544,545,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
544,584,941.289,1.14783,1.14783,0.15,4,1,0,0,0
545,530,662.622,0.991304,0.991303333,0.15,4,1,0,0,0
545,544,941.289,0.443478,0.443478333,0.15,4,1,0,0,0
545,546,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
545,547,1882.58,0.573913,0.573913333,0.15,4,1,0,0,0
546,103,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
546,545,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
546,588,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
547,532,1325.24,0.443478,0.443478333,0.15,4,1,0,0,0
547,545,941.289,0.573913,0.573913333,0.15,4,1,0,0,0
547,548,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
547,549,1882.58,0.547826,0.547826667,0.15,4,1,0,0,0
548,103,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
548,547,1325.24,0.495652,0.495651667,0.15,4,1,0,0,0
548,592,662.622,0.652174,0.652173333,0.15,4,1,0,0,0
549,547,941.289,0.547826,0.547826667,0.15,4,1,0,0,0
549,551,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
549,552,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
550,533,662.622,0.652174,0.652173333,0.15,4,1,0,0,0
550,549,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
550,551,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
550,552,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
551,549,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
551,550,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
551,552,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
551,597,662.622,0.991304,0.991303333,0.15,4,1,0,0,0
552,549,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
552,550,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
552,551,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
552,553,2678.26,1.032,1.032,0.15,4,1,0,0,0
553,552,2678.26,1.032,1.032,0.15,4,1,0,0,0
553,554,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
553,556,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
554,553,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
554,555,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
554,556,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
554,598,1882.58,0.704348,0.704348333,0.15,4,1,0,0,0
555,553,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
555,554,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
555,557,941.289,0.495652,0.495651667,0.15,4,1,0,0,0
556,553,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
556,554,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
556,555,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
556,560,1882.58,0.730435,0.730435,0.15,4,1,0,0,0
557,555,941.289,0.495652,0.495651667,0.15,4,1,0.0495652,0,0
557,558,941.289,0.313043,0.313043333,0.15,4,1,0,0,0
558,93,1.00E+05,0.36,0.36,0.15,4,1,0,0,0
558,557,941.289,0.313043,0.313043333,0.15,4,1,0.0313043,0,0
558,1043,941.289,0.156522,0.156522,0.15,4,1,0,0,0
559,888,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
559,943,2650.49,0.182609,0.182608333,0.15,4,1,0,0,0
559,1043,941.289,0.234783,0.234783333,0.15,4,1,0.0234783,0,0
560,556,1882.58,0.730435,0.730435,0.15,4,1,0,0,0
560,561,1882.58,0.182609,0.182608333,0.15,4,1,0,0,0
560,610,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
560,975,1325.24,0.26087,0.26087,0.15,4,1,0,0,0
561,560,1882.58,0.182609,0.182608333,0.15,4,1,0,0,0
561,562,1882.58,0.156522,0.156522,0.15,4,1,0,0,0
561,611,663.501,0.96,0.96,0.15,4,1,0,0,0
562,561,1882.58,0.156522,0.156522,0.15,4,1,0,0,0
562,563,1882.58,0.26087,0.26087,0.15,4,1,0,0,0
562,977,663.501,0.4,0.4,0.15,4,1,0,0,0
563,562,1882.58,0.26087,0.26087,0.15,4,1,0,0,0
563,564,1882.58,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
563,613,2823.87,0.626087,0.626086667,0.15,4,1,0.0626087,0,0
564,563,1882.58,0.182609,0.182608333,0.15,4,1,0,0,0
564,617,1882.58,0.33913,0.33913,0.15,4,1,0.033913,0,0
564,998,1882.58,0.104348,0.104348,0.15,4,1,0,0,0
565,537,1882.58,1.17391,1.17391,0.15,4,1,0,0,0
565,566,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
565,569,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
566,565,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
566,567,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
566,569,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
567,114,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
567,566,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
567,666,1882.58,1.77391,1.773916667,0.15,4,1,0,0,0
568,565,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
568,566,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
569,571,662.622,1.77391,1.773916667,0.15,4,1,0,0,0
570,112,1.00E+05,0.52,0.52,0.15,4,1,0,0,0
570,568,662.622,1.17391,1.17391,0.15,4,1,0,0,0
571,112,1.00E+05,0.52,0.52,0.15,4,1,0,0,0
571,575,662.622,1.12174,1.12174,0.15,4,1,0.112174,0,0
572,570,662.622,1.72174,1.721733333,0.15,4,1,0,0,0
573,540,941.289,0.652174,0.652173333,0.15,4,1,0.0652174,0,0
573,572,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
573,576,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
573,577,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
574,572,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
574,573,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
574,576,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
575,573,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
575,576,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
575,577,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
576,572,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
576,573,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
576,577,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
576,630,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
577,578,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
578,107,1.00E+05,0.72,0.72,0.15,4,1,0,0,0
578,581,662.622,0.965217,0.965216667,0.15,4,1,0.0965217,0,0
579,107,1.00E+05,0.72,0.72,0.15,4,1,0,0,0
579,574,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
580,543,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
580,579,662.622,0.965217,0.965216667,0.15,4,1,0,0,0
580,581,662.622,0.313043,0.313043333,0.15,4,1,0,0,0
581,580,662.622,0.313043,0.313043333,0.15,4,1,0,0,0
581,582,662.622,0.417391,0.417391667,0.15,4,1,0,0,0
581,632,662.622,0.678261,0.678261667,0.15,4,1,0.0678261,0,0
582,584,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
582,586,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
582,587,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
583,580,662.622,0.417391,0.417391667,0.15,4,1,0,0,0
584,544,941.289,1.14783,1.14783,0.15,4,1,0,0,0
584,583,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
584,586,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
584,587,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
585,583,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
585,584,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
585,586,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
586,583,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
586,584,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
586,587,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
586,635,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
587,589,662.622,0.417391,0.417391667,0.15,4,1,0,0,0
588,546,662.622,0.495652,0.495651667,0.15,4,1,0,0,0
588,585,662.622,0.417391,0.417391667,0.15,4,1,0,0,0
588,589,662.622,0.313043,0.313043333,0.15,4,1,0,0,0
589,588,662.622,0.313043,0.313043333,0.15,4,1,0,0,0
589,590,662.622,0.6,0.6,0.15,4,1,0,0,0
589,636,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
590,592,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
590,593,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
590,594,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
591,588,662.622,0.6,0.6,0.15,4,1,0,0,0
592,548,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
592,591,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
592,593,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
592,594,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
593,591,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
593,592,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
593,594,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
593,638,1325.24,0.834783,0.834783333,0.15,4,1,0,0,0
594,596,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
595,591,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
595,592,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
595,593,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
596,597,662.622,0.313043,0.313043333,0.15,4,1,0,0,0
596,640,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
597,551,662.622,0.991304,0.991303333,0.15,4,1,0,0,0
597,595,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
597,596,662.622,0.313043,0.313043333,0.15,4,1,0,0,0
598,554,941.289,0.704348,0.704348333,0.15,4,1,0,0,0
598,599,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
598,602,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
599,598,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
599,600,941.289,0.730435,0.730435,0.15,4,1,0.0730435,0,0
599,602,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
600,96,1.00E+05,0.48,0.48,0.15,4,1,0,0,0
600,599,941.289,0.730435,0.730435,0.15,4,1,0,0,0
600,643,941.289,0.6,0.6,0.15,4,1,0,0,0
601,95,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
601,604,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
601,645,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
602,604,662.622,0.730435,0.730435,0.15,4,1,0,0,0
603,598,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
603,599,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
604,601,1325.24,0.547826,0.547826667,0.15,4,1,0.0547826,0,0
604,605,662.622,0.182609,0.182608333,0.15,4,1,0,0,0
604,610,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
605,606,662.622,0.130435,0.130435,0.15,4,1,0,0,0
606,607,662.622,0.26087,0.26087,0.15,4,1,0,0,0
606,612,663.501,0.28,0.28,0.15,4,1,0,0,0
607,608,2823.87,0.156522,0.156522,0.15,4,1,0.0156522,0,0
607,609,1882.58,0.130435,0.130435,0.15,4,1,0,0,0
608,609,2823.87,0.286957,0.286956667,0.15,4,1,0,0,0
608,647,2823.87,0.6,0.6,0.15,4,1,0.06,0,0
609,614,2823.87,0.182609,0.182608333,0.15,4,1,0,0,0
609,616,1882.58,0.730435,0.730435,0.15,4,1,0,0,0
610,560,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
610,603,662.622,0.730435,0.730435,0.15,4,1,0,0,0
610,604,1325.24,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
611,605,663.501,0.28,0.28,0.15,4,1,0,0,0
611,610,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
612,562,663.501,0.96,0.96,0.15,4,1,0,0,0
612,611,1325.24,0.130435,0.130435,0.15,4,1,0,0,0
613,607,2823.87,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
613,612,1325.24,0.26087,0.26087,0.15,4,1,0,0,0
614,564,2823.87,0.626087,0.626086667,0.15,4,1,0,0,0
614,613,1882.58,0.130435,0.130435,0.15,4,1,0,0,0
615,614,1882.58,0.6,0.6,0.15,4,1,0,0,0
615,616,1325.24,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
615,617,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
616,615,1325.24,0.208696,0.208696667,0.15,4,1,0,0,0
616,619,1882.58,0.652174,0.652173333,0.15,4,1,0,0,0
616,650,1325.24,0.443478,0.443478333,0.15,4,1,0.0443478,0,0
617,564,1882.58,0.33913,0.33913,0.15,4,1,0.033913,0,0
617,615,1325.24,0.730435,0.730435,0.15,4,1,0.0730435,0,0
617,997,663.501,0.28,0.28,0.15,4,1,0,0,0
617,1012,1882.58,0.443478,0.443478333,0.15,4,1,0.0443478,0,0
618,615,2823.87,0.652174,0.652173333,0.15,4,1,0,0,0
618,619,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
618,1013,1325.24,0.808696,0.808696667,0.15,4,1,0,0,0
619,618,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
619,621,1882.58,0.626087,0.626086667,0.15,4,1,0,0,0
619,652,1325.24,0.443478,0.443478333,0.15,4,1,0,0,0
620,79,1.00E+05,0.44,0.44,0.15,4,1,0,0,0
620,618,2823.87,0.234783,0.234783333,0.15,4,1,0,0,0
621,79,1.00E+05,0.44,0.44,0.15,4,1,0,0,0
621,624,1882.58,0.313043,0.313043333,0.15,4,1,0,0,0
622,620,2823.87,0.6,0.6,0.15,4,1,0,0,0
622,623,3765.15,0.6,0.6,0.15,4,1,0.06,0,0
622,624,2823.87,0.208696,0.208696667,0.15,4,1,0,0,0
623,622,2823.87,0.6,0.6,0.15,4,1,0,0,0
623,1017,3765.15,0.469565,0.469565,0.15,4,1,0,0,0
623,1020,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
624,622,3765.15,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
